"#","Name of Job","Cylinder Given To","Check Out Date","Check In Date","Options"
"1412","WALK IN FASHION 18X14","ROYAL CYCLINDERS","23 Feb, 2023","09 Mar, 2023",""
"1413","GADGETS 15.7X16.6+5.0","ROYAL CYCLINDERS","23 Feb, 2023","09 Mar, 2023",""
"1414","GADGETS 12X16.6+5.0","ROYAL CYCLINDERS","23 Feb, 2023","09 Mar, 2023",""
"1415","RIZWAN FABRICS 11X14.5+5.5","ROYAL CYCLINDERS","23 Feb, 2023","09 Mar, 2023",""
"1416","PAUL CLOTH HOUSE 17X13+4","KATYANI CYCLINDER","23 Feb, 2023","13 Mar, 2023",""
"1417","PAUL CLOTH HOUSE 12X14","ROYAL CYCLINDERS","23 Feb, 2023","09 Mar, 2023",""
"1418","ASHADEEP VISHVAS 12.5X15+3.5","KATYANI CYCLINDER","21 Feb, 2023","27 Feb, 2023",""
"1419","RK FASHION HOUSE 16.5X16.5+5.5","SHRI KRISHNA CYCLINDERS","21 Feb, 2023","09 Mar, 2023",""
"1420","CALCUTTA CLOTH HOUSE 16.5X16.5+5.5","KATYANI CYCLINDER","21 Feb, 2023","04 Mar, 2023",""
"1421","GURPREET FULKARI 16X16+5","KATYANI CYCLINDER","21 Feb, 2023","09 Mar, 2023",""
"1422","EAKTA  16X17.5 DCUT","SHRI KRISHNA CYCLINDERS","21 Feb, 2023","02 Mar, 2023",""
"1423","ADDIOX 11X14.5+5","KATYANI CYCLINDER","17 Feb, 2023","27 Feb, 2023",""
"1424","SAPNA READYMADE STORE 14X18","KATYANI CYCLINDER","16 Feb, 2023","04 Mar, 2023",""
"1425","SAPNA READYMADE STORE 18X19","KATYANI CYCLINDER","16 Feb, 2023","27 Feb, 2023",""
"1426","MODERN TEXTILES 16X20","KATYANI CYCLINDER","16 Feb, 2023","27 Feb, 2023",""
"1427","INDER TEXTILE 15.5X16.7+5.5","KATYANI CYCLINDER","15 Feb, 2023","27 Feb, 2023",""
"1428","VARDHMAN GALAXY 11.5X13.5+4","KATYANI CYCLINDER","13 Feb, 2023","27 Feb, 2023",""
"1429","SHREEJI EMMTEK 16X11.5+4","KATYANI CYCLINDER","08 Feb, 2023","20 Feb, 2023",""
"1430","KISHORI LAL CHAMAN LAL 14X20+4","KATYANI CYCLINDER","06 Feb, 2023","20 Feb, 2023",""
"1431","SURINDRA SHOES 15.5X13+5","KATYANI CYCLINDER","06 Feb, 2023","20 Feb, 2023",""
"1432","SHOPPLERS 16X19","SHRI KRISHNA CYCLINDERS","06 Feb, 2023","20 Feb, 2023",""
"1433","SURINDRA SHOES 11X15+5.5","KATYANI CYCLINDER","06 Feb, 2023","20 Feb, 2023",""
"1434","","SUNDI","06 Feb, 2023","N/A",""
"1435","CHOICE CORNER 16X16.5+5.5","KATYANI CYCLINDER","04 Feb, 2023","20 Feb, 2023",""
"1436","CHOICE CORNER 12X16 DCUT","KATYANI CYCLINDER","04 Feb, 2023","20 Feb, 2023",""
"1437","JUST RELAX INOA 16X17","KATYANI CYCLINDER","03 Feb, 2023","15 Feb, 2023",""
"1438","FASHION WORLD 16X13","KATYANI CYCLINDER","03 Feb, 2023","15 Feb, 2023",""
"1439","JAIN FURNISHING HOUSE 15.5X12.7+5.3","KATYANI CYCLINDER","03 Feb, 2023","15 Feb, 2023",""
"1440","ANEJA SONS 12X16","KATYANI CYCLINDER","31 Jan, 2023","15 Feb, 2023",""
"1441","BAWA LEATHER POINT 20X17","SHRI KRISHNA CYCLINDERS","31 Jan, 2023","09 Feb, 2023",""
"1442","MOB 16X16.5+5.5","SHRI KRISHNA CYCLINDERS","30 Jan, 2023","16 Feb, 2023",""
"1443","HEIMAT 20X16","SHRI KRISHNA CYCLINDERS","30 Jan, 2023","16 Feb, 2023",""
"1444","SACHDEVA 11X14","SHRI KRISHNA CYCLINDERS","30 Jan, 2023","09 Feb, 2023",""
"1445","LADY HUT 16X15+5","SHRI KRISHNA CYCLINDERS","30 Jan, 2023","09 Feb, 2023",""
"1446","ESS DEE 11.5X13.5+4","KATYANI CYCLINDER","30 Jan, 2023","03 Feb, 2023",""
"1447","ROYAL HUB 16X20","SHRI KRISHNA CYCLINDERS","23 Jan, 2023","07 Feb, 2023",""
"1448","BAWA 11X14","SHRI KRISHNA CYCLINDERS","21 Jan, 2023","01 Feb, 2023",""
"1449","CLIX 11.5X13.5+4","KATYANI CYCLINDER","21 Jan, 2023","03 Feb, 2023",""
"1450","VARDHMAN GALAXY 11.5X16.5+5.5","KATYANI CYCLINDER","21 Jan, 2023","03 Feb, 2023",""
"1451","KAKKAR 11X14+5","KATYANI CYCLINDER","19 Jan, 2023","28 Jan, 2023",""
"1452","ARORA GARMENTS 19X15+6","KATYANI CYCLINDER","19 Jan, 2023","28 Jan, 2023",""
"1453","VIPIN SAREES 16X16.5+5.5","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1454","FUSION 15X16","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1455","UNIQUE TAILORS 16X16+5","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1456","SHRI GANESH 24X18","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1457","SHRI GANESH 14X20","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1458","SHRI GANESH 16X20","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1459","MONARCH'S 16X13+5","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1460","RITZZ 10X7.4+8.2","KATYANI CYCLINDER","17 Jan, 2023","28 Jan, 2023",""
"1461","GLOBE PRINT 12.5X15+4","KATYANI CYCLINDER","12 Jan, 2023","28 Jan, 2023",""
"1462","BATRA PLAZA 14X18","KATYANI CYCLINDER","12 Jan, 2023","18 Jan, 2023",""
"1463","SATKARTAR 16X20","SHRI KRISHNA CYCLINDERS","12 Jan, 2023","28 Jan, 2023",""
"1464","KARTIK 14.3X17.5","KATYANI CYCLINDER","12 Jan, 2023","28 Jan, 2023",""
"1465","OVEN FRESH 13.5X8.5+9","SHRI KRISHNA CYCLINDERS","12 Jan, 2023","07 Feb, 2023",""
"1466","SELVAS 12X14","KATYANI CYCLINDER","09 Jan, 2023","21 Jan, 2023",""
"1467","COLOUR ZONE KOYAL  11.4X13.5+4","KATYANI CYCLINDER","09 Jan, 2023","24 Jan, 2023",""
"1468","LITTLE BUDS 14X18","KATYANI CYCLINDER","09 Jan, 2023","21 Jan, 2023",""
"1469","DAULAT 22X14 DCUT","SHRI KRISHNA CYCLINDERS","09 Jan, 2023","01 Feb, 2023",""
"1470","GEVORA 92 19X14","SHRI KRISHNA CYCLINDERS","09 Jan, 2023","28 Jan, 2023",""
"1471","ZONIC ETHNIC WEAR 25X19","KATYANI CYCLINDER","09 Jan, 2023","23 Jan, 2023",""
"1472","JAIN GARMENTS 16X20","SHRI KRISHNA CYCLINDERS","09 Jan, 2023","28 Jan, 2023",""
"1473","JULLE 15.5X13+5","KATYANI CYCLINDER","09 Jan, 2023","18 Jan, 2023",""
"1474","JUELLE 15X17.5","KATYANI CYCLINDER","09 Jan, 2023","18 Jan, 2023",""
"1475","MN FASHIONS 12X10+4","KATYANI CYCLINDER","09 Jan, 2023","18 Jan, 2023",""
"1476","DOLFIN BROWN","KATYANI CYCLINDER","05 Jan, 2023","21 Jan, 2023",""
"1477","DOLFIN BLUE","KATYANI CYCLINDER","05 Jan, 2023","21 Jan, 2023",""
"1478","DOLFIN GREEN","KATYANI CYCLINDER","05 Jan, 2023","21 Jan, 2023",""
"1479","DOLFIN ORANGE","KATYANI CYCLINDER","05 Jan, 2023","21 Jan, 2023",""
"1480","RUFFTY 19X16+5","INNOVATIVE CYCLINDERS","05 Jan, 2023","14 Jan, 2023",""
"1481","PYNE 14X18","KATYANI CYCLINDER","03 Jan, 2023","18 Jan, 2023",""
"1482","JAI HIND 12X16+5","KATYANI CYCLINDER","03 Jan, 2023","17 Jan, 2023",""
"1483","REHAAN 14X17","KATYANI CYCLINDER","03 Jan, 2023","18 Jan, 2023",""
"1484","SEHGAL NX DCUT 12X16","KATYANI CYCLINDER","03 Jan, 2023","14 Jan, 2023",""
"1485","EUROBOND 12X15+4.25","INNOVATIVE CYCLINDERS","03 Jan, 2023","14 Jan, 2023",""
"1486","DARKLEY 16X17","KATYANI CYCLINDER","03 Jan, 2023","14 Jan, 2023",""
"1487","SHANGHAI SEEDS 20X22","INNOVATIVE CYCLINDERS","27 Dec, 2022","18 Jan, 2023",""
"1488","HOT BASIC 12.5X15+4","KATYANI CYCLINDER","26 Dec, 2022","31 Dec, 2022",""
"1489","FOUR SEASON 16X20","INNOVATIVE CYCLINDERS","26 Dec, 2022","09 Jan, 2023",""
"1490","VANDANA 16X20","KATYANI CYCLINDER","26 Dec, 2022","31 Dec, 2022",""
"1491","BMS FASHION 11.4X13.7+4","INNOVATIVE CYCLINDERS","26 Dec, 2022","18 Jan, 2023",""
"1492","BMS FASHION 16X16.5+5","KATYANI CYCLINDER","26 Dec, 2022","18 Jan, 2023",""
"1493","BMS FASHION 9X10+4.5","KATYANI CYCLINDER","26 Dec, 2022","18 Jan, 2023",""
"1494","BMS FASHION 16X13+5","KATYANI CYCLINDER","26 Dec, 2022","14 Jan, 2023",""
"1495","RAYMOND FINE FABRICS 14X18","KATYANI CYCLINDER","21 Dec, 2022","31 Dec, 2022",""
"1496","VAKIL GARMENTS 16.5X15.5+5","INNOVATIVE CYCLINDERS","21 Dec, 2022","09 Jan, 2023",""
"1497","OCTAVE 11X13","KATYANI CYCLINDER","15 Dec, 2022","24 Dec, 2022",""
"1498","OCTAVE 11X15+4.5","KATYANI CYCLINDER","15 Dec, 2022","24 Dec, 2022",""
"1499","SUMAN 16X13+5","INNOVATIVE CYCLINDERS","15 Dec, 2022","27 Dec, 2022",""
"1500","SELVAS 14X18","KATYANI CYCLINDER","15 Dec, 2022","27 Dec, 2022",""
"1501","JAGADAMBA READYMADES 16X13+5","KATYANI CYCLINDER","10 Dec, 2022","24 Dec, 2022",""
"1502","THE OUTFIT 16X17","INNOVATIVE CYCLINDERS","10 Dec, 2022","27 Dec, 2022",""
"1503","PACE ONE KNITWEARS 14X8","KATYANI CYCLINDER","10 Dec, 2022","24 Dec, 2022",""
"1504","leehre 17.5x14+5","KATYANI CYCLINDER","08 Dec, 2022","14 Dec, 2022",""
"1505","HIGHFIVE MENS WEAR 15.5X16.7+5.5","INNOVATIVE CYCLINDERS","07 Dec, 2022","27 Dec, 2022",""
"1506","TN 24 MENS WEAR 15.5X16.7+5.5","INNOVATIVE CYCLINDERS","07 Dec, 2022","19 Dec, 2022",""
"1507","HIGHFIVE MENS WEAR 16X17","KATYANI CYCLINDER","07 Dec, 2022","19 Dec, 2022",""
"1508","TN 24 MENS WEAR 16X17","KATYANI CYCLINDER","07 Dec, 2022","27 Dec, 2022",""
"1509","CHAMPION KIDS 14X16","KATYANI CYCLINDER","06 Dec, 2022","19 Dec, 2022",""
"1510","TODAY'S SELECTION 12X14+4","KATYANI CYCLINDER","06 Dec, 2022","19 Dec, 2022",""
"1511","DWARKA CHEAP STORE 14X14.5+5 BOX","INNOVATIVE CYCLINDERS","02 Dec, 2022","10 Dec, 2022",""
"1512","ANAND CRAZY FASHION 16X20 LOOP MULTICOLOR","KATYANI CYCLINDER","02 Dec, 2022","19 Dec, 2022",""
"1513","ANAND CRAZY FASHION 16X20 LOOP","KATYANI CYCLINDER","02 Dec, 2022","15 Dec, 2022",""
"1514","JINDAL FOAM & FURNISHING 16X16.5+5.5 BOX","INNOVATIVE CYCLINDERS","02 Dec, 2022","13 Dec, 2022",""
"1515","JINDAL FOAM & FURNISHING 16X20 LOOP","INNOVATIVE CYCLINDERS","02 Dec, 2022","13 Dec, 2022",""
"1516","CHEAP 17X14+6.5","KATYANI CYCLINDER","01 Dec, 2022","14 Dec, 2022",""
"1517","WOMAX 16X16+5","INNOVATIVE CYCLINDERS","01 Dec, 2022","13 Dec, 2022",""
"1518","DEER CLUB 13X16+4","KATYANI CYCLINDER","01 Dec, 2022","14 Dec, 2022",""
"1519","CHAMPION KIDS 16X20","INNOVATIVE CYCLINDERS","28 Nov, 2022","10 Dec, 2022",""
"1520","CHAMPION KIDS 16X13+5","INNOVATIVE CYCLINDERS","28 Nov, 2022","06 Dec, 2022",""
"1521","BATRA PLAZA 14X15.5+5","KATYANI CYCLINDER","28 Nov, 2022","14 Dec, 2022",""
"1522","SHABINA'Z 16X13+5","KATYANI CYCLINDER","28 Nov, 2022","14 Dec, 2022",""
"1523","DULHAN SALON 10X12+5","KATYANI CYCLINDER","25 Nov, 2022","06 Dec, 2022",""
"1524","JINDALS 16X13+4.5","KATYANI CYCLINDER","25 Nov, 2022","06 Dec, 2022",""
"1525","DASHMESH SILK STORE 17X13.4+4.5","KATYANI CYCLINDER","25 Nov, 2022","06 Dec, 2022",""
"1526","DULHAN CLOTHING 10X12+5 YELLOW /BLACK","INNOVATIVE CYCLINDERS","25 Nov, 2022","06 Dec, 2022",""
"1527","VIPIN SAREES 16X13+5","INNOVATIVE CYCLINDERS","25 Nov, 2022","10 Dec, 2022",""
"1528","RITZZ 13.5X9+8","KATYANI CYCLINDER","25 Nov, 2022","06 Dec, 2022",""
"1529","JOE ROOT 17X13.5","INNOVATIVE CYCLINDERS","21 Nov, 2022","06 Dec, 2022",""
"1530","GENX 11.5X13.5+4","KATYANI CYCLINDER","18 Nov, 2022","28 Nov, 2022",""
"1531","LUX CLASSIC UNDERWEAR 11.5X13.5+4","KATYANI CYCLINDER","18 Nov, 2022","28 Nov, 2022",""
"1532","LUX CHAMPION 11.5X13.5+4","KATYANI CYCLINDER","18 Nov, 2022","28 Nov, 2022",""
"1533","ZOOM SHOES 14X18","KATYANI CYCLINDER","18 Nov, 2022","24 Nov, 2022",""
"1534","JANAK 13X15+4","INNOVATIVE CYCLINDERS","16 Nov, 2022","06 Dec, 2022",""
"1535","PALLOD 14X18","KATYANI CYCLINDER","16 Nov, 2022","26 Nov, 2022",""
"1536","SWASTIK CLOTH CENTRE 15X18","INNOVATIVE CYCLINDERS","12 Nov, 2022","24 Nov, 2022",""
"1537","BUTTERFLY 12X14+4","INNOVATIVE CYCLINDERS","12 Nov, 2022","24 Nov, 2022",""
"1538","BEAUTY BAZAAR 12X14+4","INNOVATIVE CYCLINDERS","12 Nov, 2022","24 Nov, 2022",""
"1539","OKANE 16X20","KATYANI CYCLINDER","12 Nov, 2022","24 Nov, 2022",""
"1540","JAMES & HARPER 14X18","KATYANI CYCLINDER","12 Nov, 2022","24 Nov, 2022",""
"1541","LEERE 11.6X13.7+4","KATYANI CYCLINDER","11 Nov, 2022","24 Nov, 2022",""
"1542","LEERE 11X14","KATYANI CYCLINDER","11 Nov, 2022","24 Nov, 2022",""
"1543","KAPIL GENERAL STORE 14X18","KATYANI CYCLINDER","11 Nov, 2022","24 Nov, 2022",""
"1544","THE PRINT SHOP 16X20","KATYANI CYCLINDER","11 Nov, 2022","24 Nov, 2022",""
"1545","SUMRANI CLOTH HOUSE 12.5X16+6.6","KATYANI CYCLINDER","09 Nov, 2022","24 Nov, 2022",""
"1546","DOUBLE BARREL 15.5X16.7+6","KATYANI CYCLINDER","09 Nov, 2022","19 Nov, 2022",""
"1547","GLAM GIRLZ 15.5X16.7+5.5","INNOVATIVE CYCLINDERS","09 Nov, 2022","22 Nov, 2022",""
"1548","NEW SHYAM SONS 9X12 DCUT","KATYANI CYCLINDER","09 Nov, 2022","19 Nov, 2022",""
"1549","NEW SHYAM SONS 11X14","KATYANI CYCLINDER","09 Nov, 2022","19 Nov, 2022",""
"1550","GURU KIRPA 16X16+5.5","INNOVATIVE CYCLINDERS","09 Nov, 2022","22 Nov, 2022",""
"1551","GURU KIRPA 16X20","KATYANI CYCLINDER","09 Nov, 2022","19 Nov, 2022",""
"1552","NITYA GRASS BROOMS   14X15+4.5","KATYANI CYCLINDER","07 Nov, 2022","22 Nov, 2022",""
"1553","OKANE 13X16","INNOVATIVE CYCLINDERS","04 Nov, 2022","22 Nov, 2022",""
"1554","BRITMEN 11X14.5+5","KATYANI CYCLINDER","03 Nov, 2022","10 Nov, 2022",""
"1555","BALA JI EXCLUSIVE 16X16+5","KATYANI CYCLINDER","03 Nov, 2022","22 Nov, 2022",""
"1556","BALA JI EXCLUSIVE 16X20","KATYANI CYCLINDER","03 Nov, 2022","22 Nov, 2022",""
"1557","AJUBA DESIGNERS 11.5X15.5+4","KATYANI CYCLINDER","02 Nov, 2022","16 Nov, 2022",""
"1558","DUSTY LOOK 16X13+5","INNOVATIVE CYCLINDERS","02 Nov, 2022","10 Nov, 2022",""
"1559","SPREAD EAGLE 13.5X14.5+5","KATYANI CYCLINDER","28 Oct, 2022","16 Nov, 2022",""
"1560","SPREAD EAGLE 15.5X17+5.5","KATYANI CYCLINDER","28 Oct, 2022","16 Nov, 2022",""
"1561","SHOE HUT 9X13+4.6","KATYANI CYCLINDER","21 Oct, 2022","02 Nov, 2022",""
"1562","SHOE HUT 12X17+6","KATYANI CYCLINDER","21 Oct, 2022","02 Nov, 2022",""
"1563","B.L OSWAL 16X16.5+6.5","INNOVATIVE CYCLINDERS","21 Oct, 2022","05 Nov, 2022",""
"1564","B.L OSWAL 16X20","INNOVATIVE CYCLINDERS","21 Oct, 2022","10 Nov, 2022",""
"1565","B.L OSWAL 14X18","KATYANI CYCLINDER","21 Oct, 2022","05 Nov, 2022",""
"1566","B.L OSWAL 11X14","INNOVATIVE CYCLINDERS","21 Oct, 2022","05 Nov, 2022",""
"1567","TREND PLUS  17X11+4","KATYANI CYCLINDER","15 Oct, 2022","28 Oct, 2022",""
"1568","SEHGAL NX FASHION 16X16+5","INNOVATIVE CYCLINDERS","15 Oct, 2022","27 Oct, 2022",""
"1569","SHYAM SONS 14X18","KATYANI CYCLINDER","15 Oct, 2022","27 Oct, 2022",""
"1570","SHYAM SONS 12X16","KATYANI CYCLINDER","15 Oct, 2022","02 Nov, 2022",""
"1571","RAGE 16X17","INNOVATIVE CYCLINDERS","11 Oct, 2022","19 Oct, 2022",""
"1572","ANDAZ GARMENTS 19X15+6","KATYANI CYCLINDER","11 Oct, 2022","27 Oct, 2022",""
"1573","ANDAZ GARMENTS 16X20","KATYANI CYCLINDER","10 Oct, 2022","27 Oct, 2022",""
"1574","ANEJA SONS 15.5X16.7+5.5","INNOVATIVE CYCLINDERS","10 Oct, 2022","27 Oct, 2022",""
"1575","FASHION WORLD 14.5X17.5","INNOVATIVE CYCLINDERS","10 Oct, 2022","19 Oct, 2022",""
"1576","CHOPRA DESIGNERS 15X20","INNOVATIVE CYCLINDERS","10 Oct, 2022","19 Oct, 2022",""
"1577","QUITEPRETTY 11.8X13.75+4","INNOVATIVE CYCLINDERS","08 Oct, 2022","19 Oct, 2022",""
"1578","SPREAD EAGLE 20X15.5","INNOVATIVE CYCLINDERS","08 Oct, 2022","19 Oct, 2022",""
"1579","SHYAM SONS 16X20","KATYANI CYCLINDER","08 Oct, 2022","27 Oct, 2022",""
"1580","SHYAM SONS 13.7X16.5+5.5","KATYANI CYCLINDER","08 Oct, 2022","27 Oct, 2022",""
"1581","XROSS WAY 16X13+5","KATYANI CYCLINDER","07 Oct, 2022","27 Oct, 2022",""
"1582","ETNIC COTLER 16X13+5","INNOVATIVE CYCLINDERS","29 Sep, 2022","19 Oct, 2022",""
"1583","SHIV SAGAR CREATION 14X15+5","KATYANI CYCLINDER","29 Sep, 2022","10 Oct, 2022",""
"1584","OM GARMENTS 13X16","INNOVATIVE CYCLINDERS","22 Sep, 2022","08 Oct, 2022",""
"1585","OM GARMENTS 16X17","INNOVATIVE CYCLINDERS","22 Sep, 2022","08 Oct, 2022",""
"1586","MONTY GARMENT 16X17","INNOVATIVE CYCLINDERS","22 Sep, 2022","08 Oct, 2022",""
"1587","MONTY GARMENTS 13X16","INNOVATIVE CYCLINDERS","22 Sep, 2022","08 Oct, 2022",""
"1588","NEW BOMBAY HANDLOOM 16X16.5+5.5","KATYANI CYCLINDER","22 Sep, 2022","10 Oct, 2022",""
"1589","DHANLAXMI JEWELLERS 11X13+4","SHRI KRISHNA CYCLINDERS","22 Sep, 2022","29 Oct, 2022",""
"1590","SUSHMA HOSPITAL 10X9+5","KATYANI CYCLINDER","22 Sep, 2022","08 Oct, 2022",""
"1591","UNIQUE 10X12+4","KATYANI CYCLINDER","22 Sep, 2022","10 Oct, 2022",""
"1592","DOSSIL FASHIONS 13X16","KATYANI CYCLINDER","22 Sep, 2022","01 Oct, 2022",""
"1593","LIFE STYLE 16X20","INNOVATIVE CYCLINDERS","20 Sep, 2022","08 Oct, 2022",""
"1594","KAPIL GENERAL STORE 10X12.5","KATYANI CYCLINDER","20 Sep, 2022","01 Oct, 2022",""
"1595","ODDY BOY 16X17","KATYANI CYCLINDER","20 Sep, 2022","08 Oct, 2022",""
"1596","KIDZ LIFESTYLE 16X18","INNOVATIVE CYCLINDERS","20 Sep, 2022","08 Oct, 2022",""
"1597","RAW URBAN CULTURE 17X13+5","KATYANI CYCLINDER","20 Sep, 2022","01 Oct, 2022",""
"1598","CITY VIBES 14X18","INNOVATIVE CYCLINDERS","20 Sep, 2022","19 Oct, 2022",""
"1599","CITY VIBES 13X16+5","INNOVATIVE CYCLINDERS","20 Sep, 2022","19 Oct, 2022",""
"1600","CASHEWNUT","KATYANI CYCLINDER","17 Sep, 2022","26 Sep, 2022",""
"1601","SHARMAN OSWAL HOSIERY","INNOVATIVE CYCLINDERS","17 Sep, 2022","28 Sep, 2022",""
"1602","SHADEY JEANS BOX BAG","KATYANI CYCLINDER","17 Sep, 2022","26 Sep, 2022",""
"1603","SHADEY JEANS","KATYANI CYCLINDER","17 Sep, 2022","19 Sep, 2022",""
"1604","RUPALI OSWAL TAJ HOSIERY","INNOVATIVE CYCLINDERS","17 Sep, 2022","01 Oct, 2022",""
"1605","ASMERA","KATYANI CYCLINDER","17 Sep, 2022","19 Sep, 2022",""
"1606","ASMERA","KATYANI CYCLINDER","17 Sep, 2022","19 Sep, 2022",""
"1607","VIKAS TEXTILES","INNOVATIVE CYCLINDERS","17 Sep, 2022","17 Sep, 2022",""
"1608","AJAY ARVINDBHAI KHATRI","INNOVATIVE CYCLINDERS","17 Sep, 2022","28 Sep, 2022",""
"1609","SANIHARA 17X13X4","KATYANI CYCLINDER","17 Sep, 2022","19 Sep, 2022",""
"1610","PRINCE TRADING CO. 12X14.9+5","KATYANI CYCLINDER","16 Sep, 2022","26 Sep, 2022",""
"1611","RANA'S 16X13+5","INNOVATIVE CYCLINDERS","16 Sep, 2022","29 Sep, 2022",""
"1612","RANA'S 16X16.5+5.5","INNOVATIVE CYCLINDERS","16 Sep, 2022","29 Sep, 2022",""
"1613","RANA'S 9X11+4","INNOVATIVE CYCLINDERS","16 Sep, 2022","29 Sep, 2022",""
"1614","KANCHAN BOUTIQUE 16X20","INNOVATIVE CYCLINDERS","16 Sep, 2022","28 Sep, 2022",""
"1615","RANA'S 14X18","INNOVATIVE CYCLINDERS","16 Sep, 2022","28 Sep, 2022",""
"1616","JUGAL KISHORE 14X18","INNOVATIVE CYCLINDERS","16 Sep, 2022","08 Oct, 2022",""
"1617","BALAJI EXCLUSIVE 12X16","KATYANI CYCLINDER","16 Sep, 2022","01 Oct, 2022",""
"1618","RANA'S 14.1X17.9","INNOVATIVE CYCLINDERS","16 Sep, 2022","08 Oct, 2022",""
"1619","SANTRO","KATYANI CYCLINDER","15 Sep, 2022","26 Sep, 2022",""
"1620","STAX 11.5X13.5X4","KATYANI CYCLINDER","15 Sep, 2022","26 Sep, 2022",""
"1621","RSA 14X18","KATYANI CYCLINDER","13 Sep, 2022","19 Sep, 2022",""
"1622","NU WAY ALLIANCE 16*17","INNOVATIVE CYCLINDERS","12 Sep, 2022","16 Sep, 2022",""
"1623","VESHBHOOSHAA 16*20","INNOVATIVE CYCLINDERS","12 Sep, 2022","16 Sep, 2022",""
"1624","BLUE WORLD BY ASHA COLLECTION 25.5*17.5","KATYANI CYCLINDER","12 Sep, 2022","11 Oct, 2022",""
"1625","BLUE BIRD BLUESAANCHI 16*20","INNOVATIVE CYCLINDERS","12 Sep, 2022","16 Sep, 2022",""
"1626","WARDROBE 14*18","KATYANI CYCLINDER","12 Sep, 2022","26 Sep, 2022",""
"1627","PARAMOUNT BOX 14*16.7+5.5","KATYANI CYCLINDER","12 Sep, 2022","26 Sep, 2022",""
"1628","OCTAVE 15.5X12.9+4.6","KATYANI CYCLINDER","09 Sep, 2022","12 Sep, 2022",""
"1629","NURANA  KITTY SHAWLS 14.9*16.9","INNOVATIVE CYCLINDERS","08 Sep, 2022","16 Sep, 2022",""
"1630","PENDROZ 12*16.1","KATYANI CYCLINDER","08 Sep, 2022","19 Sep, 2022",""
"1631","GOURAV JENTS SHOPPY 14.1*17.9","KATYANI CYCLINDER","08 Sep, 2022","01 Oct, 2022",""
"1632","GOURAV JENTS SHOPPY 14.1*17.9","KATYANI CYCLINDER","08 Sep, 2022","26 Sep, 2022",""
"1633","SEHGAL FASHION STUDIO 15.9*16.7+5","KATYANI CYCLINDER","08 Sep, 2022","19 Sep, 2022",""
"1634","ZIAMA 15.9*12.9+5","KATYANI CYCLINDER","08 Sep, 2022","19 Sep, 2022",""
"1635","JHW HOME'Z 23.3X18.9 PALLA","KATYANI CYCLINDER","08 Sep, 2022","19 Sep, 2022",""
"1636","SCUD 14.5X16.5+5.5","KATYANI CYCLINDER","08 Sep, 2022","19 Sep, 2022",""
"1637","PARAMOUNT","ROYAL CYCLINDERS","06 Sep, 2022","16 Sep, 2022",""
"1638","E MARK","KATYANI CYCLINDER","06 Sep, 2022","19 Sep, 2022",""
"1639","SNOOPY'S FASHION POINT","INNOVATIVE CYCLINDERS","06 Sep, 2022","28 Sep, 2022",""
"1640","SINDHI SILK STORE","INNOVATIVE CYCLINDERS","01 Sep, 2022","16 Sep, 2022",""
"1641","YUVARANI","INNOVATIVE CYCLINDERS","01 Sep, 2022","16 Sep, 2022",""
"1642","TIDE&SAIL","KATYANI CYCLINDER","31 Aug, 2022","19 Sep, 2022",""
"1643","BABBER SWEETS","ROYAL CYCLINDERS","30 Aug, 2022","17 Sep, 2022",""
"1644","TODAY'S SELECTION","KATYANI CYCLINDER","30 Aug, 2022","08 Sep, 2022",""
"1645","BANSAL GARMENTS","ROYAL CYCLINDERS","30 Aug, 2022","09 Sep, 2022",""
"1646","DHANALAXMI JEWELLERS","KATYANI CYCLINDER","30 Aug, 2022","13 Sep, 2022",""
"1647","STADO 16*17","INNOVATIVE CYCLINDERS","27 Aug, 2022","13 Sep, 2022",""
"1648","TODAYS SELECTION 16*20","KATYANI CYCLINDER","27 Aug, 2022","08 Sep, 2022",""
"1649","SHOE BANK BOX 11.5 * 14.7+5","ROYAL CYCLINDERS","27 Aug, 2022","14 Sep, 2022",""
"1650","","SUNDI","27 Aug, 2022","N/A",""
"1651","GUPTA WATCH COMPANY","KATYANI CYCLINDER","27 Aug, 2022","08 Sep, 2022",""
"1652","VAISHNAVI","ROYAL CYCLINDERS","26 Aug, 2022","09 Sep, 2022",""
"1653","AMRIT SUITS","ROYAL CYCLINDERS","26 Aug, 2022","28 Sep, 2022",""
"1654","ARHAM","ROYAL CYCLINDERS","26 Aug, 2022","13 Sep, 2022",""
"1655","CLEVER DUDE","INNOVATIVE CYCLINDERS","26 Aug, 2022","13 Sep, 2022",""
"1656","GANDHI GARMENTS","INNOVATIVE CYCLINDERS","26 Aug, 2022","13 Sep, 2022",""
"1657","SATYAM GOLD & BRIDALS 3","KATYANI CYCLINDER","24 Aug, 2022","29 Aug, 2022",""
"1658","GARG EMPORIUM","ROYAL CYCLINDERS","23 Aug, 2022","09 Sep, 2022",""
